,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
4659,3750000,516,Vasai West,1,No,No,No,No
4660,2800000,840,Nala Sopara,2,Yes,Yes,No,No
4661,3800000,740,Boisar,2,No,No,No,No
4662,2600000,610,Boisar,1,No,No,No,No
4663,2600000,585,Boisar,1,No,No,No,No
4664,2400000,714,Boisar,2,Yes,Yes,Yes,Yes
4665,2600000,935,Boisar,2,No,No,No,No
4666,5700000,1050,Boisar,3,No,No,Yes,No
4667,2700000,575,Nala Sopara,1,No,No,No,No
4668,2500000,560,Nala Sopara,1,No,Yes,Yes,No
4669,2500000,560,Nala Sopara,1,Yes,Yes,Yes,Yes
4670,2300000,590,Nala Sopara,1,Yes,Yes,No,No
4671,2500000,620,Nala Sopara,1,Yes,No,No,No
4672,2550000,590,Nala Sopara,1,No,No,No,No
4673,2800000,610,Nala Sopara,1,Yes,Yes,Yes,Yes
4674,3800000,900,Nala Sopara,1,No,No,No,No
4675,2600000,580,Nala Sopara,1,No,Yes,Yes,No
4676,2900000,590,Nala Sopara,1,Yes,Yes,Yes,Yes
4677,2400000,450,Nala Sopara,1,No,No,No,No
4678,2650000,630,Nala Sopara,1,Yes,Yes,Yes,Yes
4679,3900000,830,Virar,2,Yes,No,Yes,No
4680,6100000,1350,Virar,3,Yes,No,Yes,No
4681,2700000,560,Nala Sopara,1,Yes,Yes,Yes,Yes
4682,2781000,690,Virar,1,Yes,No,Yes,No
4683,3300000,910,Nala Sopara,2,Yes,Yes,No,No
4684,2550000,585,Nala Sopara,1,No,Yes,Yes,No
4685,2400000,535,Nala Sopara,1,No,No,No,No
4686,2950000,580,Nala Sopara,1,Yes,No,Yes,Yes
4687,2350000,590,Nala Sopara,1,Yes,Yes,Yes,Yes
4688,3800000,800,Nala Sopara,2,No,No,No,No
4689,2350000,610,Nala Sopara,1,Yes,Yes,Yes,Yes
4690,2550000,560,Nala Sopara,1,No,No,No,No
4691,5097000,1057,Virar,2,Yes,No,Yes,No
4692,3900000,1015,Virar,2,Yes,No,No,Yes
4693,2800000,600,Virar,1,Yes,No,Yes,Yes
4694,2200000,620,Nala Sopara,1,No,No,No,No
4695,2350000,565,Nala Sopara,1,No,No,No,No
4696,21500000,1100,Andheri West,2,Yes,Yes,No,Yes
4698,10000000,1210,Ulwe,2,Yes,Yes,No,Yes
4699,4400000,750,Vasai east,1,No,No,No,No
4700,5800000,405,Kandivali West,1,Yes,Yes,Yes,Yes
4701,22200000,926,Andheri West,2,Yes,No,No,No
4702,19900000,934,Andheri West,2,Yes,Yes,No,Yes
4703,22200000,960,Andheri West,2,Yes,No,No,Yes
4704,22200000,810,Andheri West,2,Yes,No,No,Yes
4706,11000000,729,Kandivali East,2,Yes,Yes,Yes,No
4707,7890000,534,Kandivali East,1,Yes,Yes,Yes,Yes
4708,7909999,553,Kandivali East,1,Yes,Yes,Yes,No
4709,7900000,564,Kandivali East,1,Yes,Yes,Yes,Yes
4710,11299999,744,Kandivali East,1,Yes,Yes,Yes,Yes
4711,5500000,393,Kandivali East,1,Yes,Yes,Yes,No
4712,4500000,356,Malad East,1,No,No,No,No
4713,11299999,728,Kandivali East,2,Yes,Yes,Yes,Yes
4714,7500000,553,Kandivali East,1,Yes,Yes,Yes,No
4715,6800000,565,Kandivali West,1,Yes,Yes,Yes,Yes
4716,22200000,890,Andheri West,2,Yes,No,No,No
4717,14500000,960,Goregaon East,2,Yes,No,Yes,Yes
4718,7900000,565,Kandivali East,1,Yes,Yes,Yes,Yes
4729,3250000,585,Kalyan West,1,Yes,Yes,Yes,Yes
4730,3550000,585,Kalyan West,1,Yes,Yes,Yes,Yes
4731,16500000,1600,Kalamboli,3,Yes,Yes,Yes,Yes
4732,7700000,984,Karanjade,2,No,No,No,No
4733,12400000,1335,Virar,4,Yes,Yes,No,Yes
4734,7700000,737,Virar,3,Yes,Yes,No,Yes
4735,3872999,412,Virar,1,Yes,Yes,No,Yes
4736,4794000,510,Virar,2,Yes,Yes,No,Yes
4737,3797999,387,Virar,1,No,No,No,No
4738,4100000,615,Virar,2,Yes,Yes,Yes,Yes
4739,10000000,1100,Kalyan West,2,Yes,No,Yes,Yes
4740,2000000,450,Kalyan West,1,No,No,No,No
4741,13000000,940,Thane West,2,No,Yes,No,Yes
4742,6800000,966,Kalyan West,2,Yes,Yes,Yes,Yes
4743,3599000,607,Kalyan West,1,Yes,No,Yes,Yes
4744,3600000,605,Kalyan West,1,Yes,No,Yes,Yes
4745,7700000,950,Kalyan West,2,Yes,No,No,No
4746,5250000,650,Mira Road East,1,No,No,No,No
4747,4700000,675,Ulwe,1,No,No,No,No
4749,20500000,905,Goregaon West,2,Yes,No,Yes,Yes
4750,7800000,450,Kandivali East,1,Yes,Yes,Yes,Yes
4751,7800000,450,Kandivali East,1,Yes,Yes,Yes,Yes
4752,8000000,1300,Tilak Nagar Mumbai,3,No,No,No,No
4753,3300000,450,Bhayandar East,1,No,No,No,No
4754,4554000,550,Anjurdive,1,Yes,Yes,Yes,Yes
4755,7500000,962,Thane West,2,No,No,No,No
4756,11800000,750,Thane West,2,No,No,Yes,No
4757,8200000,550,Thane West,1,No,No,Yes,No
4758,13500000,1013,Borivali East,2,Yes,No,Yes,No
4759,8700000,600,Borivali East,1,Yes,No,Yes,No
4762,7500000,875,Mira Road East,2,No,Yes,No,No
4763,7500000,975,Mira Road East,2,No,Yes,No,No
4764,2130000,560,Nala Sopara,1,No,No,No,No
4765,3800000,700,Nalasopara East,1,No,No,No,No
4766,3800000,700,Nalasopara East,1,No,No,No,No
4767,11500000,641,Thane West,2,Yes,Yes,Yes,Yes
4768,12100000,676,Thane West,2,Yes,Yes,Yes,Yes
4769,11000000,616,Thane West,2,Yes,Yes,Yes,Yes
4770,17700000,984,Thane West,3,Yes,Yes,Yes,Yes
4771,13000000,725,Thane West,2,Yes,Yes,Yes,Yes
4772,15800000,880,Thane West,3,Yes,Yes,Yes,Yes
4775,22000000,1290,Malad East,2,Yes,Yes,No,Yes
4777,23300000,1118,Mulund West,3,Yes,Yes,No,Yes
4780,19100000,797,Mulund West,2,Yes,Yes,No,Yes
4781,22100000,885,Mulund West,3,Yes,No,No,No
4782,18200000,759,Mulund West,2,Yes,Yes,No,Yes
4783,20000000,835,Mulund West,2,Yes,Yes,No,Yes
4784,17500000,729,Mulund West,2,Yes,Yes,No,Yes
4790,20900000,1165,Mulund West,2,Yes,Yes,Yes,Yes
4791,20700000,742,Mulund West,2,Yes,Yes,Yes,Yes
4792,19500000,697,Mulund West,2,Yes,Yes,Yes,Yes
4793,18500000,664,Mulund West,2,Yes,Yes,Yes,Yes
4794,18500000,663,Mulund West,2,Yes,Yes,Yes,Yes
4795,18500000,661,Mulund West,2,Yes,Yes,Yes,Yes
4798,24100000,821,Mulund West,3,Yes,Yes,Yes,Yes
4799,20099999,720,Mulund West,2,Yes,Yes,Yes,Yes
4800,19100000,685,Mulund West,2,Yes,Yes,Yes,Yes
4801,20200000,725,Mulund West,2,Yes,Yes,Yes,Yes
4802,20200000,723,Mulund West,2,Yes,Yes,Yes,Yes
4803,23800000,781,Mulund West,3,Yes,Yes,Yes,Yes
4804,2500000,525,Nalasopara East,1,No,No,No,No
4805,2500000,525,Nalasopara East,1,No,No,No,No
4806,3150000,650,Kalyan West,1,Yes,Yes,Yes,Yes
4807,5500000,705,Mira Road East,1,No,Yes,No,No
4808,8500000,1060,Mira Road East,2,Yes,No,No,Yes
4809,6050000,750,Mira Road East,1,Yes,No,No,Yes
4810,10000000,1102,Mira Road East,3,No,No,No,No
4811,8000000,1020,Mira Road East,2,No,No,No,No
4812,7500000,1060,Mira Road East,2,No,No,Yes,No
4813,12700000,1385,Kharghar,3,No,No,No,No
4820,5600000,765,Thane West,2,Yes,Yes,Yes,Yes
4821,2650000,324,Thane West,1,Yes,Yes,Yes,Yes
4822,12700000,1385,Kharghar,3,Yes,No,No,No
4823,25000000,900,Wadala,2,Yes,No,No,Yes
4824,4000000,910,Virar,2,Yes,Yes,Yes,Yes
4825,3900000,825,Virar,2,Yes,Yes,No,Yes
4826,4800000,1075,Virar West,2,No,No,No,No
4827,4150000,910,Virar,2,Yes,Yes,Yes,Yes
4828,4200000,910,Virar West,2,No,No,No,No
4829,3711999,910,Virar,2,Yes,Yes,Yes,Yes
4830,3728000,910,Virar,2,Yes,Yes,Yes,Yes
4831,4100000,910,Virar,2,Yes,Yes,Yes,Yes
4832,4000000,910,Virar West,1,Yes,No,No,No
4833,4100000,910,Virar,1,Yes,Yes,Yes,Yes
4834,4100000,910,Virar,2,Yes,No,No,Yes
4835,4200000,910,Virar,2,Yes,Yes,Yes,Yes
4837,6300000,750,Ulwe,1,No,No,No,No
4838,9000000,600,Sanpada,1,Yes,Yes,Yes,Yes
4839,6500000,750,Sanpada,1,No,No,No,No
4840,8000000,600,Sanpada,1,Yes,Yes,Yes,Yes
4841,18500000,1400,Sanpada,2,Yes,Yes,Yes,Yes
4842,19000000,1500,Sanpada,3,Yes,Yes,Yes,Yes
4843,18000000,1215,Sanpada,3,Yes,Yes,Yes,Yes
4844,14500000,1215,Nerul,2,Yes,No,No,Yes
4845,8500000,506,Sanpada,1,Yes,Yes,Yes,Yes
4846,24600000,1072,Mulund West,3,No,No,No,No
4848,24800000,1080,Mulund West,3,No,No,No,No
4849,4300000,850,Vasai east,2,No,No,No,No
4850,6000000,900,Nala Sopara,2,No,No,No,No
4851,5150000,685,Mira Road East,1,No,No,No,No
4852,7600000,1050,Mira Road East,2,No,No,No,No
4853,11000000,1390,Mira Road East,3,Yes,Yes,Yes,Yes
4854,12500000,1390,Mira Road East,3,Yes,Yes,Yes,Yes
4855,5300000,520,Mira Road East,2,No,No,No,No
4856,3100000,630,Virar,1,No,No,Yes,No
4857,3000000,560,Virar,1,Yes,Yes,No,Yes
4858,10300000,470,Kurla,1,Yes,No,No,No
4859,8712000,396,Kurla,1,Yes,No,No,No
4860,10000000,459,Kurla,1,Yes,No,No,No
4861,14800000,674,Kurla,2,Yes,No,No,No
4862,8668000,394,Kurla,1,Yes,No,No,No
4863,8580000,390,Kurla,1,Yes,No,No,No
4864,11800000,684,Thane West,2,Yes,Yes,Yes,Yes
4865,4600000,975,Nala Sopara,2,Yes,Yes,Yes,Yes
4868,4500000,800,Vasai east,2,No,No,No,No
4869,4500000,800,Vasai east,2,No,No,No,No
4870,5500000,1000,Nala Sopara,2,No,No,No,No
4871,3500000,685,Vasai,1,No,No,No,No
4872,3500000,650,Vasai,1,No,No,No,No
4873,13500000,1072,Malad East,1,No,No,No,No
4874,11000000,686,Malad East,1,No,No,No,No
4875,20000000,1250,Malad East,2,Yes,No,No,No
4876,15500000,1023,Malad East,2,No,No,No,No
4877,16500000,1115,Malad East,1,Yes,No,No,No
4878,17500000,1122,Borivali West,1,No,No,No,No
4879,22000000,1266,Malad East,2,Yes,No,Yes,Yes
4880,13000000,960,Malad East,1,No,No,No,No
4881,23200000,1660,Malad East,3,No,No,No,No
4882,11500000,760,Malad East,1,No,No,No,No
4883,13500000,850,Goregaon East,2,No,No,No,No
4884,9200000,696,Malad East,1,No,No,No,No
4885,9200000,594,Malad East,1,Yes,Yes,No,Yes
4886,9500000,709,Malad West,1,No,No,No,No
4887,11000000,800,Malad East,1,No,Yes,No,No
4888,9500000,742,Malad East,1,No,No,No,No
4889,7500000,552,Malad East,1,No,No,No,No
4890,7200000,490,Malad East,1,No,No,No,No
4891,3500000,607,Kalyan West,1,Yes,No,Yes,Yes
4892,3450000,625,Kalyan West,1,Yes,Yes,Yes,Yes
4893,3550000,607,Kalyan West,1,Yes,Yes,Yes,Yes
4894,3200000,600,Kalyan West,1,Yes,No,Yes,Yes
4895,4800000,800,Kalyan West,2,Yes,Yes,Yes,Yes
4898,12200000,855,Malad East,2,No,No,No,No
4899,12000000,1021,Malad East,2,Yes,No,No,Yes
4901,8500000,1045,Kalyan West,2,Yes,Yes,Yes,Yes
4902,8500000,1045,Kalyan West,2,Yes,Yes,Yes,Yes
4903,3250000,600,Kalyan West,1,Yes,No,Yes,Yes
4904,5500000,1050,Nalasopara East,2,No,No,No,No
4905,4875000,975,Nalasopara East,2,No,No,No,No
4906,3300000,660,Nalasopara East,1,No,No,No,No
4907,5350000,850,Vasai east,2,No,No,No,No
4908,3500000,670,Nalasopara East,1,No,No,No,No
4909,3400000,670,Nalasopara East,1,No,No,No,No
4910,3500000,700,Nalasopara East,1,No,No,No,No
4911,5250000,1050,Nalasopara East,2,No,No,No,No
4918,2100000,585,Nala Sopara,1,Yes,No,No,No
4919,2400000,585,Nala Sopara,1,No,Yes,Yes,No
4920,4425000,418,Virar,2,No,No,Yes,Yes
4921,4489000,454,Virar,2,No,No,Yes,Yes
4922,6998999,764,Virar,3,No,No,Yes,Yes
4923,3125000,338,Virar,1,No,No,Yes,Yes
4924,3151000,372,Virar,1,No,No,Yes,Yes
4925,8733000,1335,Virar,4,Yes,Yes,No,Yes
4926,6898999,737,Virar,3,Yes,Yes,No,Yes
4927,2910000,412,Virar,1,Yes,Yes,No,Yes
4928,3925000,510,Virar,2,Yes,Yes,No,Yes
4929,5000000,300,Kandivali East,1,Yes,Yes,No,Yes
4930,5000000,960,Vasai,2,No,No,No,No
4931,3000000,540,Vasai east,1,No,No,No,No
4932,3600000,800,Nala Sopara,2,No,No,No,No
4933,2600000,620,Nala Sopara,1,No,Yes,Yes,No
4934,2300000,585,Nala Sopara,1,No,No,No,No
4935,2450000,620,Nala Sopara,1,No,No,No,No
4936,2450000,545,Nala Sopara,1,Yes,Yes,Yes,Yes
4938,3250000,600,Kalyan West,1,Yes,No,Yes,Yes
4939,4000000,565,Kalyan West,1,No,Yes,No,No
4940,6000000,900,Kalyan West,2,Yes,No,Yes,Yes
4941,6000000,900,Kalyan West,2,Yes,No,Yes,Yes
4942,8500000,1050,Kalyan West,2,Yes,Yes,Yes,Yes
4943,3250000,635,Virar,1,No,No,No,No
4944,21000000,1250,Andheri West,2,Yes,No,No,Yes
4946,18000000,1200,Andheri West,2,Yes,No,No,Yes
4947,4207000,935,Virar,2,Yes,Yes,No,Yes
4948,3622000,805,Virar,1,Yes,Yes,No,Yes
4949,3779999,840,Virar,2,Yes,Yes,No,Yes
4950,3735000,830,Virar,1,Yes,Yes,No,Yes
4951,4072000,905,Virar,2,Yes,Yes,No,Yes
4952,3757000,835,Virar,1,Yes,Yes,No,Yes
4953,3892000,865,Virar,2,Yes,Yes,No,Yes
4954,3420000,760,Virar,1,Yes,Yes,No,Yes
4955,2677000,595,Virar,1,Yes,Yes,No,Yes
4956,2835000,630,Virar,1,Yes,Yes,No,Yes
4957,3690000,820,Virar,2,Yes,Yes,No,Yes
4958,2970000,660,Virar,1,Yes,Yes,No,Yes
4959,4275000,950,Virar,2,Yes,Yes,No,Yes
4960,2520000,560,Virar,1,Yes,Yes,No,Yes
4961,4004999,890,Virar,2,Yes,Yes,No,Yes
4962,3397000,755,Virar,1,Yes,Yes,No,Yes
4963,4095000,910,Virar,2,Yes,Yes,No,Yes
4964,3999000,890,Virar,2,Yes,Yes,No,Yes
4965,2767000,615,Virar,1,Yes,Yes,No,Yes
4966,4045000,910,Virar,2,Yes,Yes,No,Yes
4967,3645000,810,Virar,1,Yes,Yes,No,Yes
4968,4117000,915,Virar,2,Yes,Yes,No,Yes
4969,2999000,665,Virar,1,Yes,Yes,No,Yes
4970,4410000,980,Virar,2,Yes,Yes,No,Yes
4971,3899000,830,Virar,2,Yes,Yes,No,Yes
4972,3960000,880,Virar,2,Yes,Yes,No,Yes
4973,2950000,630,Virar,1,Yes,Yes,No,Yes
4974,3829999,627,Virar,2,Yes,Yes,Yes,No
4975,3799000,830,Virar,2,Yes,Yes,No,Yes
4976,2850000,690,Virar,1,Yes,Yes,No,Yes
4977,3100000,605,Nala Sopara,1,No,No,No,No
4978,2600000,620,Nalasopara West,1,No,No,No,No
4979,2288000,572,Vasai,1,No,No,No,No
4980,2500000,560,Nalasopara West,1,No,No,No,No
4981,3300000,650,Virar,1,No,No,No,Yes
4982,3110000,715,Virar,1,Yes,No,Yes,No
4983,3110000,715,Virar,1,Yes,No,Yes,No
4984,3243000,506,Virar,1,Yes,Yes,Yes,Yes
4985,6600000,750,Bhayandar East,2,No,No,No,No
4986,5300000,615,Mira Road East,1,No,No,No,No
4989,2950000,630,Virar,1,No,No,Yes,No
4990,2910000,640,Virar,1,No,No,Yes,No
4991,3200000,585,Kalyan West,1,Yes,No,Yes,Yes
4992,7900000,925,Mira Road East,2,No,No,No,No
4993,5150000,645,Bhayandar East,1,No,No,No,No
4995,16600000,838,Thane West,2,Yes,No,Yes,No
4996,24600000,1167,Thane West,3,Yes,No,Yes,No
4997,15900000,798,Thane West,2,Yes,No,Yes,No
4998,7500000,500,Goregaon East,1,Yes,No,No,No
4999,5040000,300,Kandivali East,1,Yes,Yes,No,Yes
5000,17500000,1200,Kandivali East,3,No,No,No,No
5001,16600000,1275,Panvel,3,Yes,Yes,Yes,Yes
5002,10800000,858,Panvel,2,Yes,Yes,Yes,Yes
5003,16100000,1222,Panvel,3,Yes,Yes,Yes,Yes
5004,11500000,894,Panvel,2,Yes,Yes,Yes,Yes
5005,9000000,1100,Thane West,2,Yes,Yes,Yes,No
5006,5900000,600,Thane West,1,Yes,Yes,Yes,No
5007,8500000,840,Thane West,2,Yes,Yes,Yes,No
5008,6500000,670,Thane West,1,Yes,Yes,Yes,No
5009,4700000,310,Kandivali East,1,No,Yes,No,No
5010,2390000,620,Nalasopara West,1,No,No,No,No
5011,15500000,1250,Andheri West,2,Yes,No,No,Yes
5012,5583000,705,Mira Road East,1,Yes,Yes,Yes,Yes
5015,10500000,675,Thane West,2,Yes,Yes,Yes,Yes
5016,10700000,693,Thane West,2,Yes,Yes,Yes,Yes
5017,7500000,1250,Vasai east,3,No,No,No,No
5018,4850000,970,Nalasopara East,2,No,No,No,No
5019,3500000,730,Nala Sopara,1,No,Yes,Yes,No
5020,3200000,600,Nala Sopara,1,No,No,No,No
5021,3200000,600,Vasai east,1,No,No,No,No
5022,5100000,990,Nala Sopara,2,No,No,No,No
5023,4000000,765,Vasai east,2,No,No,No,No
5024,6500000,1300,Nala Sopara,2,Yes,Yes,Yes,No
5025,3300000,600,Nala Sopara,1,No,No,No,No
5026,3300000,620,Nala Sopara,1,No,No,No,No
5028,20000000,1000,Kandivali West,2,No,No,No,No
5029,13200000,1525,Mira Road East,3,Yes,Yes,Yes,Yes
5030,9300000,1060,Mira Road East,2,Yes,No,No,Yes
5031,16800000,800,Chembur,2,No,No,No,No
5032,21500000,881,Chembur,2,No,No,No,No
5034,22000000,1150,Kandivali West,3,Yes,No,Yes,Yes
5038,22799999,1050,Kandivali East,2,Yes,No,No,Yes
5039,21000000,1050,Kandivali East,2,Yes,No,No,Yes
5040,18500000,1150,Borivali West,3,No,No,No,No
5041,22500000,994,Goregaon West,2,Yes,No,No,Yes
5042,3800000,657,Bhiwandi,1,Yes,No,Yes,Yes
5045,8100000,560,Mira Road East,2,No,No,No,No
5047,5690000,905,Thane West,2,Yes,Yes,Yes,Yes
5049,22000000,742,Andheri East,2,Yes,Yes,Yes,Yes
5050,13000000,426,Andheri East,1,Yes,Yes,Yes,Yes
5051,14500000,451,Andheri East,1,Yes,Yes,Yes,Yes
5054,21400000,678,Andheri East,2,Yes,Yes,Yes,Yes
5055,21800000,716,Andheri East,2,Yes,Yes,Yes,Yes
5056,21700000,651,Powai,2,Yes,Yes,Yes,Yes
5058,21800000,642,Powai,2,Yes,Yes,Yes,Yes
5068,22200000,645,Powai,2,Yes,Yes,Yes,Yes
5072,8950000,650,Goregaon West,1,Yes,Yes,Yes,Yes
5073,16500000,950,Powai,2,Yes,Yes,No,Yes
5074,17500000,1100,Powai,2,Yes,Yes,Yes,Yes
5075,4799000,625,Thane West,1,Yes,Yes,Yes,Yes
5076,6000000,905,Thane West,2,Yes,Yes,Yes,Yes
5077,16000000,902,Andheri East,2,No,Yes,No,No
5078,15000000,850,Andheri East,2,Yes,Yes,No,Yes
5079,4900000,350,Malad West,1,No,No,No,No
5080,17500000,1335,Belapur,2,Yes,Yes,Yes,Yes
5081,19000000,1290,Powai,1,Yes,Yes,No,Yes
5082,18500000,970,Powai,2,Yes,Yes,Yes,Yes
5083,21000000,1135,Powai,2,Yes,Yes,No,Yes
5084,16800000,1135,Powai,2,Yes,Yes,Yes,Yes
5086,9000000,520,Kandivali West,1,No,No,No,No
5088,7500000,1050,Kalyan West,2,No,No,No,No
5089,7500000,1350,Ulwe,2,No,No,No,No
5090,2000000,365,Nalasopara East,1,No,No,No,No
5091,13000000,1150,Nerul,2,No,No,No,No
5092,6300000,550,Thane West,1,Yes,Yes,Yes,Yes
5093,7400000,650,Thane West,1,Yes,Yes,Yes,Yes
5095,16700000,1150,Borivali West,2,Yes,Yes,No,Yes
5096,6800000,800,Kalyan West,2,No,No,No,No
5097,4500000,565,Mira Road East,1,No,No,No,No
5098,9200000,940,Thane West,2,Yes,No,No,Yes
5099,9600000,580,Borivali West,1,No,No,No,No
5100,9600000,580,Borivali West,1,Yes,No,No,No
5101,5000000,750,Dombivali,2,Yes,Yes,Yes,Yes
5102,18800000,1299,Goregaon West,2,Yes,No,Yes,Yes
5103,8500000,880,Thane West,2,Yes,Yes,Yes,Yes
5105,18900000,1299,Goregaon West,2,Yes,No,Yes,Yes
5106,9000000,560,Andheri East,1,No,No,No,No
5107,8000000,990,Mira Road East,2,No,No,No,No
5108,11000000,1341,Mira Road East,3,Yes,No,No,No
5109,18000000,1565,Thane West,3,Yes,Yes,Yes,Yes
5111,22000000,885,Powai,2,Yes,Yes,No,Yes
5112,15000000,630,Powai,1,Yes,No,Yes,Yes
5113,15500000,915,Powai,2,Yes,Yes,No,Yes
5114,16000000,1150,Goregaon West,2,Yes,Yes,No,Yes
5115,19000000,770,Powai,2,Yes,No,No,Yes
5116,20000000,1070,Powai,2,Yes,No,No,Yes
5117,21500000,1198,Powai,2,Yes,Yes,Yes,Yes
5118,12000000,600,Powai,1,Yes,No,No,Yes
5119,3200000,365,Kamothe,1,No,No,No,No
5120,16000000,1150,Powai,2,Yes,Yes,Yes,Yes
5123,8000000,990,Mira Road East,2,Yes,No,No,No
5124,7600000,960,Mira Road East,2,Yes,Yes,Yes,No
5125,2400000,540,Naigaon East,1,No,No,No,No
5126,8900000,635,Borivali West,1,Yes,Yes,No,Yes
5127,22500000,1250,Dahisar,3,Yes,Yes,Yes,Yes
5128,22500000,1196,Dahisar,3,Yes,Yes,Yes,Yes
5129,19500000,855,Dahisar,2,Yes,Yes,Yes,Yes
5130,15000000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
5131,15600000,732,Borivali West,2,Yes,Yes,No,Yes
5132,8400000,515,Borivali West,1,No,No,No,No
5133,15500000,900,Kandivali East,2,Yes,No,Yes,Yes
5134,7400000,932,Thane West,2,No,Yes,Yes,Yes
5137,24000000,1444,Powai,3,Yes,Yes,Yes,Yes
5138,13000000,600,Powai,1,Yes,No,No,Yes
5139,9400000,680,Kandivali East,2,Yes,Yes,Yes,Yes
5140,15000000,870,Powai,2,Yes,Yes,No,Yes
5141,13600000,1050,Chandivali,1,Yes,Yes,Yes,Yes
5142,7500000,460,Kandivali East,1,Yes,Yes,Yes,Yes
5143,24000000,1350,Powai,3,Yes,Yes,Yes,Yes
5146,2600000,690,Nere,1,No,No,No,No
5147,20000000,950,Santacruz East,2,Yes,Yes,Yes,Yes
5148,18100000,1100,Goregaon West,2,Yes,No,No,Yes
5149,18500000,1100,Goregaon West,2,Yes,No,No,Yes
5151,10000000,602,Powai,1,Yes,Yes,No,Yes
5152,18500000,1150,Powai,2,Yes,Yes,Yes,Yes
5153,19100000,1050,Powai,2,Yes,Yes,No,Yes
5154,12500000,600,Powai,1,Yes,No,No,Yes
5155,14500000,900,Powai,2,Yes,Yes,No,Yes
5156,17500000,1065,Andheri East,2,Yes,No,Yes,Yes
5157,18500000,1100,Powai,2,Yes,Yes,Yes,Yes
5158,20000000,1250,Powai,2,Yes,Yes,Yes,Yes
5160,9800000,555,Powai,1,Yes,Yes,No,Yes
5161,14200000,1100,Powai,2,Yes,No,No,Yes
5162,18500000,1155,Powai,2,Yes,No,No,Yes
5163,6500000,645,Ghansoli,1,No,No,No,No
5164,22000000,1655,Kandivali East,3,Yes,Yes,No,Yes
5165,22500000,935,Borivali West,2,Yes,No,No,No
5166,2000000,575,Nala Sopara,1,Yes,Yes,No,Yes
5169,14000000,1000,Kandivali East,2,Yes,Yes,Yes,Yes
5170,8500000,550,Andheri East,1,No,No,No,No
5171,8500000,550,Andheri East,1,No,No,No,No
5172,9300000,1010,Thane West,3,Yes,Yes,Yes,Yes
5173,13700000,775,Borivali West,2,Yes,No,No,No
5174,18400000,1100,Goregaon West,1,Yes,No,No,Yes
5175,18000000,1100,Goregaon West,1,Yes,No,No,Yes
5176,18200000,1100,Goregaon West,1,Yes,No,No,Yes
5177,10500000,585,Powai,1,Yes,No,Yes,Yes
5178,20000000,1120,Powai,2,Yes,Yes,Yes,Yes
5179,13500000,650,Powai,1,Yes,Yes,No,Yes
5182,2850000,540,Naigaon East,1,Yes,Yes,Yes,No
5183,17500000,1000,Powai,1,Yes,No,No,Yes
5184,23500000,1300,Powai,3,Yes,No,No,Yes
5185,9500000,650,Andheri East,1,Yes,Yes,No,Yes
5186,20000000,1070,Powai,2,Yes,Yes,Yes,Yes
5187,20000000,1000,Powai,2,Yes,No,No,Yes
5189,22000000,985,Powai,2,Yes,No,No,Yes
5190,9500000,600,Powai,1,Yes,Yes,No,Yes
5191,17000000,1000,Powai,1,Yes,No,No,Yes
5193,21000000,1198,Powai,2,Yes,Yes,Yes,Yes
5194,14000000,1100,Powai,2,Yes,No,No,Yes
5196,18000000,1100,Goregaon West,2,Yes,No,No,Yes
5197,16700000,770,Borivali West,2,Yes,Yes,No,Yes
5198,6800000,1120,Dombivali,3,Yes,Yes,No,Yes
5199,21500000,1350,Andheri West,2,No,No,No,No
5200,21500000,1350,Andheri West,2,Yes,No,No,Yes
5201,8000000,1155,Ulwe,2,No,No,No,No
5202,11500000,650,Borivali West,1,No,No,No,No
5203,2000000,590,Nala Sopara,1,Yes,Yes,Yes,Yes
5204,25000000,1600,Kandivali East,3,Yes,No,No,Yes
5205,19000000,900,Andheri West,2,Yes,No,No,Yes
5206,5300000,933,Kalyan West,2,No,No,No,No
5208,21000000,950,Kandivali West,2,Yes,No,No,Yes
5210,15500000,850,Andheri East,2,Yes,Yes,No,Yes
5211,25000000,1350,Powai,3,Yes,No,No,Yes
5212,2400000,425,Vangani,1,No,Yes,Yes,No
5214,8000000,850,Koper Khairane,2,No,No,No,No
5215,11500000,1260,Ulwe,2,Yes,No,No,Yes
5216,9200000,1160,Mira Road East,2,Yes,No,No,Yes
5217,9300000,1060,Mira Road East,2,Yes,Yes,Yes,Yes
5218,4000000,690,Karanjade,1,No,No,No,No
5219,3700000,990,Kewale,2,Yes,Yes,No,No
5220,13500000,750,Chembur,1,No,No,No,No
5221,5800000,540,Mira Road East,1,No,No,No,No
5222,4400000,490,Mira Road East,1,No,No,No,No
5223,4100000,530,Mira Road East,1,No,No,No,No
5224,5600000,540,Mira Road East,1,No,No,No,No
5225,22000000,1600,Thane West,3,No,No,No,No
5226,8800000,1073,Mira Road East,2,Yes,No,No,No
5227,5700000,650,Mira Road East,1,Yes,No,No,Yes
5228,8800000,1235,Ulwe,2,Yes,Yes,Yes,Yes
5229,6500000,1332,Bhiwandi,3,Yes,Yes,Yes,Yes
5230,12000000,851,Sanpada,2,Yes,Yes,Yes,Yes
5231,7400000,576,Sanpada,1,Yes,Yes,Yes,Yes
5232,8000000,600,Sanpada,1,Yes,Yes,Yes,Yes
